stationid,year,season,aqi_mean,latitude,longitude,closest_farm_distance,mean_distance_3_nearest_farms,closest_farm_label,farm_density_100km,inverse_distance_score_100km,crop_weighted_inverse_score_100km,size_weighted_inverse_score_100km,local_size_total_100km,log_closest_farm_distance,log_mean_distance_3_nearest_farms
AS001,2020,1,250.34065934065933,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
AS001,2020,2,74.05494505494505,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
AS001,2020,3,36.0,26.1808827,91.7824864,16.662100389835004,33.44896351198967,"Kamrup Metropolitan, Assam, India",14,0.2576840773572313,0.8309947777328693,0.0,0.0,2.871421122975367,3.539478910272355
BR005,2020,1,204.19230769230768,25.5854515,85.0448266,9.350003044051007,25.933607230945057,"Patna, Bihar, India",14,0.30815179626179945,0.9463634962956224,0.0,0.0,2.336986813822543,3.293374846273013
BR005,2020,2,83.54166666666667,25.5854515,85.0448266,9.350003044051007,25.933607230945057,"Patna, Bihar, India",14,0.30815179626179945,0.9463634962956224,0.0,0.0,2.336986813822543,3.293374846273013
BR005,2020,3,198.0,25.5854515,85.0448266,9.350003044051007,25.933607230945057,"Patna, Bihar, India",14,0.30815179626179945,0.9463634962956224,0.0,0.0,2.336986813822543,3.293374846273013
BR006,2020,1,212.1153846153846,25.5929006,85.2246868,8.73803837922029,24.10184613435092,"Patna, Bihar, India",15,0.34395989511846303,1.0318796853553889,0.0,0.0,2.276039698933713,3.222941394602343
BR006,2020,2,114.6,25.5929006,85.2246868,8.73803837922029,24.10184613435092,"Patna, Bihar, India",15,0.34395989511846303,1.0318796853553889,0.0,0.0,2.276039698933713,3.222941394602343
BR006,2020,3,100.0,25.5929006,85.2246868,8.73803837922029,24.10184613435092,"Patna, Bihar, India",15,0.34395989511846303,1.0318796853553889,0.0,0.0,2.276039698933713,3.222941394602343
BR007,2018,1,316.8636363636364,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2018,2,172.95604395604394,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2018,3,107.14285714285714,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
BR007,2018,4,340.31868131868134,25.6102754,85.1293861,1.977306440590969,21.549408083464215,"Patna, Bihar, India",14,0.5518983469751352,1.6759664238019907,0.0,0.0,1.0910190127760515,3.1157088165338513
